position,user,first_genre,track_name,track_id,popularity,explicit,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,artist,duration_ms,gender,age
29,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,L-O-V-E,4QxDOjgpYtQDxxbWPuEJOy,75,False,0.686,0.425,0.373,0.0,4.0,0.077,-7.543,1.0,0.0801,78.231,0.663,Nat King Cole,155306,M,60
30,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Claro De Luna,4vbpZcq2I1Q52hkKQRMUwc,60,False,0.994,0.365,0.0668,0.938,1.0,0.101,-24.832,0.0,0.0557,145.824,0.119,Ludwig van Beethoven,230346,M,60
31,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Satie / Orch. Ducros: Gymnopédie No. 1,0Seumg0NAq7KS1r0Yso52H,68,False,0.942,0.0921,0.0183,0.94,7.0,0.195,-31.858,1.0,0.0513,166.979,0.039,"Erik Satie, Gautier Capuçon, Jerome Ducros, Adrien Perruchon, Orchestre de chambre de Paris",172120,M,60
32,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Love Is Here To Stay - Remastered 1998,3YCbx1QqGrnxMsPEZLC1CT,63,False,0.676,0.547,0.208,0.0,9.0,0.0999,-13.458,1.0,0.0334,108.996,0.424,Frank Sinatra,162840,M,60
33,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Carnival of the Animals: The Swan,3U8Fx7zNTQrctytkj6Gqgd,67,False,0.992,0.213,0.0656,0.969,7.0,0.0699,-24.81,1.0,0.0467,65.023,0.0384,"Camille Saint-Saëns, Isata Kanneh-Mason, Jeneba Kanneh-Mason, Sheku Kanneh-Mason",150146,M,60
34,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Twilight Time - Single Version,3MpGQae6zAFd7Z1FdLV9fV,61,False,0.747,0.455,0.361,0.0,9.0,0.238,-12.562,1.0,0.0473,115.854,0.285,The Platters,168293,M,60
35,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",3zLTPuucd3e6TxZnu2dlVS,65,False,0.987,0.289,0.0306,0.911,9.0,0.102,-30.79,0.0,0.0446,125.61,0.118,"Ludwig van Beethoven, Igor Levit",214086,M,60
36,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Nice 'n' Easy - Remastered 1999,5Z7bkW3dsu8jLdv3dEGxly,61,False,0.773,0.536,0.148,0.0,0.0,0.101,-14.903,1.0,0.031,109.292,0.509,Frank Sinatra,165760,M,60
37,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Vivaldi: Winter From The Four Seasons 1. Allegro Non Molto,0hLbjFiF7zmGuZJrpLOJ7F,58,False,0.925,0.487,0.17,0.882,5.0,0.137,-12.96,0.0,0.0589,141.978,0.126,Silverwood Quartet,216360,M,60
38,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,That's Amore,64MgjDp6ijaLvS3T83JHX9,65,False,0.771,0.352,0.157,0.0,10.0,0.108,-12.571,1.0,0.0337,157.895,0.571,Dean Martin,188106,M,60
39,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Jazz Suite No. 2: VI. Waltz 2,0pjCsB0XNSyqM9UazlTODC,70,False,0.984,0.322,0.184,0.902,0.0,0.0813,-18.312,0.0,0.0338,107.847,0.356,"Dmitri Shostakovich, Russian State Symphony Orchestra, Dmitry Yablonsky",193600,M,60
40,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Unforgettable,648TTtYB0bH0P8Hfy0FmkL,72,False,0.92,0.349,0.182,0.0152,5.0,0.143,-13.507,1.0,0.031,136.094,0.178,Nat King Cole,191973,M,60
41,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,My Funny Valentine,0x0ffSAP6PkdoDgHOfroof,62,False,0.889,0.252,0.125,0.0,11.0,0.108,-14.267,0.0,0.033,82.411,0.247,Frank Sinatra,150666,M,60
44,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",2MSgFefjK0T7Iwjvr3OKqV,69,False,0.992,0.225,0.0047,0.881,1.0,0.0722,-30.928,0.0,0.0509,163.665,0.186,"Frédéric Chopin, Mikhail Pletnev",266200,M,60
45,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,Everybody Loves Somebody,5I9sHwLDX28tLtzVgKLtpr,71,False,0.854,0.366,0.391,0.0,3.0,0.352,-12.322,1.0,0.0425,119.182,0.461,Dean Martin,167203,M,60
46,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,You Send Me - Mono,1XPj5quoeV5Gd0paSUDpvm,60,False,0.88,0.572,0.365,0.0,4.0,0.125,-7.583,0.0,0.0276,96.022,0.41,Sam Cooke,165733,M,60
47,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,"Bagatelle in A Minor, WoO 59 ""Für Elise""",5Z7itz1p9dFuXlLnIIab5v,38,False,0.995,0.341,0.0188,0.9,9.0,0.0816,-29.934,0.0,0.049,129.709,0.286,"Ludwig van Beethoven, Alfred Brendel",216600,M,60
48,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)",28XMNc5If5BmJWYDU42gkw,54,False,0.951,0.499,0.351,9.94e-05,9.0,0.118,-11.509,0.0,0.0448,90.664,0.616,"Johann Sebastian Bach, Daniel Lozakovich, Chamber Orchestra of the Bavarian Radio, Radoslaw Szulc, Olga Watts",235946,M,60
49,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,(Love Is) The Tender Trap,3Fyj22NPIu3kzhpu9KF7Bg,55,False,0.717,0.546,0.398,0.0,5.0,0.22,-5.769,1.0,0.0396,120.92,0.482,Frank Sinatra,177240,M,60
50,70a72c265ec6415aa0430a59d7dcec56_Markov Chain,5,"Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano) [Brahms Lullaby]",3VlXTyJyEKnWDBYYcEqy80,53,False,0.989,0.267,0.00833,0.596,3.0,0.104,-33.503,1.0,0.0498,77.026,0.218,"Johannes Brahms, Yo-Yo Ma, Kathryn Stott",109800,M,60
0,85006a9ef693401aad85734c81865ca9_Maike,3,Subzero - Original Mix,7p6oXzBSPAXXz8Xb8gBPki,45,False,0.588,0.793,0.608,0.861,6.0,0.0991,-11.638,0.0,0.0673,124.988,0.118,Ben Klock,383972,M,40
1,85006a9ef693401aad85734c81865ca9_Maike,3,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,85,True,0.00383,0.561,0.965,7.07e-06,7.0,0.371,-3.673,0.0,0.0343,128.04,0.304,"David Guetta, Bebe Rexha",175238,M,40
2,85006a9ef693401aad85734c81865ca9_Maike,3,Dark Rooms,7dmXgau4aiuekNL1mw0Feo,23,False,0.0314,0.828,0.758,0.852,0.0,0.0941,-6.904,0.0,0.259,125.011,0.0828,Jay Lumen,436000,M,40
3,85006a9ef693401aad85734c81865ca9_Maike,3,Underneath - Original Mix,5hj0HqaZqLIDlpYMZl3sRK,25,False,0.884,0.818,0.248,0.938,9.0,0.103,-22.071,0.0,0.05,126.014,0.249,Ben Klock,297013,M,40
4,85006a9ef693401aad85734c81865ca9_Maike,3,When We Were Young (The Logical Song),1CcLA0eaauck34YEIrvAAq,73,False,0.0526,0.657,0.914,6.32e-06,0.0,0.109,-4.513,0.0,0.0523,139.989,0.502,"David Guetta, Kim Petras",147432,M,40
5,85006a9ef693401aad85734c81865ca9_Maike,3,The Sound of Silence - CYRIL Remix,1LY3GhF0zxIVgbYEQjCbUO,81,False,0.123,0.68,0.721,0.0,6.0,0.162,-4.379,0.0,0.188,125.963,0.244,"Disturbed, CYRIL",185238,M,40
6,85006a9ef693401aad85734c81865ca9_Maike,3,Stripped,0vj2TQycBvOn4ftKiEnTia,28,False,8.55e-05,0.874,0.526,0.813,1.0,0.0873,-9.683,1.0,0.0688,126.988,0.0247,"Len Faki, Roman Poncet",355290,M,40
7,85006a9ef693401aad85734c81865ca9_Maike,3,Tangerine,6RxrdneUXDFIAvZaFBkdCb,31,False,0.0101,0.705,0.637,0.905,11.0,0.11,-13.311,0.0,0.0654,127.996,0.0622,Keith Carnal,334437,M,40
8,85006a9ef693401aad85734c81865ca9_Maike,3,Oxide,2sqrsuaaEpkCFadQcHG2rp,14,False,0.000771,0.738,0.836,0.85,7.0,0.126,-10.047,1.0,0.0913,130.009,0.477,"Cassegrain, Tinman",365482,M,40
9,85006a9ef693401aad85734c81865ca9_Maike,3,Napoleon Hill - Original Mix,6sra73ZyIjgYFRJpRaAH7j,23,False,0.041,0.866,0.837,0.718,6.0,0.0885,-10.712,0.0,0.0905,124.013,0.412,Ben Klock,358469,M,40
10,85006a9ef693401aad85734c81865ca9_Maike,3,Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,78,False,0.00126,0.602,0.91,0.000174,7.0,0.12,-3.404,1.0,0.0308,127.944,0.228,"David Guetta, Anne-Marie, Coi Leray",140017,M,40
11,85006a9ef693401aad85734c81865ca9_Maike,3,Unconditional Beauty,48CueGtLgYtdN5WUXeL94G,45,False,0.0241,0.781,0.555,0.903,5.0,0.178,-11.976,1.0,0.0473,125.01,0.0751,Luigi Madonna,391679,M,40
12,85006a9ef693401aad85734c81865ca9_Maike,3,Vertigo,3VMtZfCN7LpYd8u4KQX5Ns,42,False,0.000906,0.631,0.72,0.922,8.0,0.111,-6.64,0.0,0.0547,128.008,0.147,Roberto Capuano,436495,M,40
13,85006a9ef693401aad85734c81865ca9_Maike,3,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,86,False,0.0038,0.532,0.783,0.0012,2.0,0.161,-5.697,1.0,0.0523,124.08,0.643,Avicii,247426,M,40
14,85006a9ef693401aad85734c81865ca9_Maike,3,Domino,6VGNzYErt08Rai78mLkIzI,52,False,0.00291,0.785,0.69,0.907,3.0,0.203,-10.225,0.0,0.0698,128.879,0.215,Oxia,435266,M,40
15,85006a9ef693401aad85734c81865ca9_Maike,3,Frozen City,66kwjCn4Iw1IpfinRlAiHG,12,False,0.0153,0.91,0.46,0.802,3.0,0.0622,-10.307,0.0,0.121,126.995,0.268,Ben Klock,309200,M,40
16,85006a9ef693401aad85734c81865ca9_Maike,3,I Don't Wanna Wait,331l3xABO0HMr1Kkyh2LZq,81,False,0.0375,0.681,0.714,0.0,1.0,0.232,-4.617,0.0,0.0309,129.976,0.554,"David Guetta, OneRepublic",149667,M,40
17,85006a9ef693401aad85734c81865ca9_Maike,3,Primo,13lXv9wXMSMkzeI7vBow3m,34,False,0.00043,0.74,0.692,0.91,1.0,0.0628,-8.295,0.0,0.0541,126.015,0.125,Luigi Madonna,468976,M,40
18,85006a9ef693401aad85734c81865ca9_Maike,3,Cold Heart - PNAU Remix,6JIC3hbC28JZKZ8AlAqX8h,80,False,0.0354,0.795,0.8,7.25e-05,1.0,0.0915,-6.32,1.0,0.0309,116.032,0.934,"Elton John, Dua Lipa, PNAU",202735,M,40
19,85006a9ef693401aad85734c81865ca9_Maike,3,Destination Mars (feat. Josh Wink),3XcOZI2CsBIGJyA8eZNh7g,25,False,0.00127,0.682,0.932,0.892,11.0,0.108,-9.536,0.0,0.0382,130.004,0.339,"Maceo Plex, Josh Wink",421852,M,40
20,85006a9ef693401aad85734c81865ca9_Maike,3,Nicmos - Original Mix,3CSj0Flnic2E0ka7P5Ial8,11,False,0.000111,0.685,0.959,0.898,9.0,0.106,-9.561,1.0,0.0457,129.006,0.397,Setaoc Mass,388405,M,40
21,85006a9ef693401aad85734c81865ca9_Maike,3,October,6IxKGyk8csqGtMGLvdvqGU,23,False,0.00247,0.827,0.53,0.789,8.0,0.108,-11.348,1.0,0.126,126.003,0.761,Ben Klock,524811,M,40
22,85006a9ef693401aad85734c81865ca9_Maike,3,Memories (feat. Kid Cudi),7fLzbEOBOae9lUnOwr7Tse,82,False,0.0015,0.561,0.87,2.82e-06,8.0,0.246,-6.103,1.0,0.343,129.98,0.498,"David Guetta, Kid Cudi",210093,M,40
23,85006a9ef693401aad85734c81865ca9_Maike,3,SNAP,5hx7w26Zi3zafMgvMTUqF6,81,False,0.107,0.565,0.636,9.9e-06,0.0,0.447,-8.198,1.0,0.0622,170.027,0.526,Rosa Linn,179551,M,40
24,85006a9ef693401aad85734c81865ca9_Maike,3,Love Tonight (David Guetta Remix Edit),2prnn41CblB8B4yWACDljP,75,False,0.015,0.621,0.989,0.357,10.0,0.184,-4.225,0.0,0.0434,126.002,0.0348,"Shouse, David Guetta",158095,M,40
25,85006a9ef693401aad85734c81865ca9_Maike,3,Black Russian,2sW7CSAb02YOAF32uRXBbX,31,False,0.109,0.818,0.549,0.869,6.0,0.109,-10.481,0.0,0.0592,130.009,0.416,DVS1,391611,M,40
26,85006a9ef693401aad85734c81865ca9_Maike,3,Hostage,0rDhelUsBb84LNyfbxZe5r,35,False,0.0425,0.795,0.808,0.932,4.0,0.103,-13.678,0.0,0.0701,126.996,0.212,"Mark Broom, James Ruskin",385720,M,40
27,85006a9ef693401aad85734c81865ca9_Maike,3,Gloaming - Original Mix,4Y3PoKFcSQT3vkCTW7RWyz,16,False,0.817,0.629,0.666,0.886,10.0,0.1,-14.269,0.0,0.0726,123.996,0.0567,Ben Klock,307746,M,40
28,85006a9ef693401aad85734c81865ca9_Maike,3,Play Hard (feat. Ne-Yo & Akon),5YPMEOJ58kfl56VHxTgwx3,76,False,0.173,0.691,0.921,0.0,8.0,0.331,-1.702,0.0,0.0533,130.072,0.8,"David Guetta, Ne-Yo, Akon",201000,M,40
30,85006a9ef693401aad85734c81865ca9_Maike,3,Believer,0pqnGHJpmpxLKifKRmU6WP,87,False,0.0622,0.776,0.78,0.0,10.0,0.081,-4.374,0.0,0.128,124.949,0.666,Imagine Dragons,204346,M,40
31,85006a9ef693401aad85734c81865ca9_Maike,3,I Adore You (feat. Daecolm),5nPbKG04fhLkIAjcPFaZq7,85,False,0.00926,0.704,0.787,0.00538,11.0,0.159,-6.751,0.0,0.0462,119.996,0.31,"HUGEL, Topic, Arash, Daecolm",214000,M,40
33,85006a9ef693401aad85734c81865ca9_Maike,3,In A While - Original Mix,3TwPZ7h7G6b0QQo5FLar2h,29,False,0.943,0.655,0.648,0.934,2.0,0.126,-16.227,1.0,0.0426,126.987,0.627,Ben Klock,239173,M,40
34,85006a9ef693401aad85734c81865ca9_Maike,3,Titanium (feat. Sia),0TDLuuLlV54CkRRUOahJb4,83,False,0.0679,0.604,0.787,0.15,0.0,0.127,-3.674,0.0,0.103,126.062,0.301,"David Guetta, Sia",245040,M,40
35,85006a9ef693401aad85734c81865ca9_Maike,3,Fisto - Edit Mix,0ntwWswCIoTBMbusGjdKcQ,33,False,0.00567,0.665,0.806,0.843,6.0,0.772,-7.342,0.0,0.0369,125.995,0.272,T78,286190,M,40
36,85006a9ef693401aad85734c81865ca9_Maike,3,Teach Me,0qRIAk4lpVqeLUObtuS6HW,26,False,0.000548,0.666,0.932,0.893,8.0,0.411,-7.31,0.0,0.0412,126.009,0.0341,Adam Beyer,594814,M,40
37,85006a9ef693401aad85734c81865ca9_Maike,3,Aurora Centralis,7A1YcSeFJpLTHybu78qgT9,36,False,0.252,0.649,0.527,0.869,5.0,0.112,-13.734,0.0,0.0322,128.017,0.0399,747,421896,M,40
38,85006a9ef693401aad85734c81865ca9_Maike,3,Le Ly Land,0QATnl9WZfS0KSV78wBy6v,30,False,0.00675,0.787,0.822,0.913,11.0,0.111,-9.251,1.0,0.0997,127.954,0.0547,Luigi Madonna,431250,M,40
39,85006a9ef693401aad85734c81865ca9_Maike,3,A Friend Of A Friend,673SofWYu17pDQJBAII6ak,30,False,0.128,0.628,0.529,0.837,9.0,0.222,-11.744,0.0,0.0993,142.982,0.43,"Ben Klock, Etapp Kyle",369320,M,40
40,85006a9ef693401aad85734c81865ca9_Maike,3,Family Affair (Dance For Me),1dP519dbEob8H6wiouRdaY,67,False,0.0784,0.869,0.726,0.0,11.0,0.107,-5.654,0.0,0.0459,124.023,0.343,David Guetta,158391,M,40
41,85006a9ef693401aad85734c81865ca9_Maike,3,Dungeon - mixed,6sZU9RwFKVX5spLmArrrgI,30,False,8.36e-06,0.532,0.457,0.919,7.0,0.116,-16.967,1.0,0.0524,126.012,0.0344,Planetary Assault Systems,195706,M,40
42,85006a9ef693401aad85734c81865ca9_Maike,3,The House of House - Thomas Schumacher Remix,2CVSOypjAwshemh3be7TzY,35,False,0.0094,0.67,0.725,0.929,1.0,0.074,-8.339,0.0,0.0873,128.988,0.0375,"Cherrymoon Trax, Thomas Schumacher",466511,M,40
43,85006a9ef693401aad85734c81865ca9_Maike,3,Substitution (feat. Julian Perretta),6BjG4NirMgJfC6QAvbfBNG,69,False,0.00903,0.69,0.89,1.61e-05,0.0,0.188,-4.866,0.0,0.0507,124.018,0.713,"Purple Disco Machine, Kungs, Julian Perretta",181477,M,40
44,85006a9ef693401aad85734c81865ca9_Maike,3,The Nights,0ct6r3EGTcMLPtrXHDvVjc,85,False,0.0166,0.527,0.835,0.0,6.0,0.249,-5.298,1.0,0.0433,125.983,0.654,Avicii,176658,M,40
45,85006a9ef693401aad85734c81865ca9_Maike,3,Bad (feat. Vassy) - Radio Edit,6eIacmhkE82vZlMDnGS7aP,71,False,0.00125,0.614,0.972,0.0186,5.0,0.328,-3.927,0.0,0.088,127.966,0.411,"David Guetta, Showtek, VASSY",170625,M,40
46,85006a9ef693401aad85734c81865ca9_Maike,3,Moon Rocks,65m32U7ya28Uns99G6B3Oe,51,False,0.00159,0.788,0.625,0.904,1.0,0.299,-6.428,1.0,0.0376,125.013,0.44,Enrico Sangiuliano,453120,M,40
47,85006a9ef693401aad85734c81865ca9_Maike,3,Tattoo,1DmW5Ep6ywYwxc2HMT5BG6,81,False,0.243,0.545,0.779,1.66e-06,3.0,0.123,-6.235,0.0,0.0751,150.002,0.303,Loreen,183374,M,40
48,85006a9ef693401aad85734c81865ca9_Maike,3,C166W,5HAH98VZ753ZP1PhvmzGnn,37,False,0.00198,0.702,0.739,0.836,11.0,0.108,-10.583,0.0,0.0738,127.978,0.0705,Joyhauser,487500,M,40
1,85298b0418b346c6add300501768403c_Lina,2,INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,74,True,0.0203,0.736,0.704,0.0,3.0,0.0501,-7.409,0.0,0.0615,149.995,0.894,"Lil Nas X, Jack Harlow",212000,F,20
2,85298b0418b346c6add300501768403c_Lina,2,Old Town Road (feat. Billy Ray Cyrus) - Remix,2YpeDb67231RjR0MgVLzsG,78,False,0.0533,0.878,0.619,0.0,6.0,0.113,-5.56,1.0,0.102,136.041,0.639,"Lil Nas X, Billy Ray Cyrus",157066,F,20
3,85298b0418b346c6add300501768403c_Lina,2,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,85,True,0.0316,0.569,0.882,0.0,3.0,0.142,-2.777,0.0,0.06,148.038,0.201,"Travis Scott, Playboi Carti",191700,F,20
4,85298b0418b346c6add300501768403c_Lina,2,Honeypie,6FfLg6FFqhCsrFOaHIGkg0,77,False,0.061,0.74,0.688,0.0,5.0,0.138,-4.361,0.0,0.0916,115.035,0.935,JAWNY,135581,F,20
5,85298b0418b346c6add300501768403c_Lina,2,Ransom,1lOe9qE0vR9zwWQAOk6CoO,83,True,0.0204,0.745,0.642,0.0,7.0,0.0658,-6.257,0.0,0.287,179.974,0.226,Lil Tecca,131240,F,20
6,85298b0418b346c6add300501768403c_Lina,2,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,93,False,0.0393,0.264,0.64,2.31e-06,8.0,0.151,-6.221,1.0,0.0442,84.828,0.19,"The Weeknd, JENNIE, Lily-Rose Depp",244684,F,20
7,85298b0418b346c6add300501768403c_Lina,2,Old Town Road,0F7FA14euOIX8KcbEturGH,74,False,0.0578,0.907,0.53,2.23e-06,1.0,0.101,-6.112,1.0,0.127,135.998,0.507,Lil Nas X,113000,F,20
8,85298b0418b346c6add300501768403c_Lina,2,Mockingbird,561jH07mF1jHuk7KlaeF0s,87,True,0.209,0.637,0.678,0.0,0.0,0.156,-3.798,1.0,0.266,84.039,0.254,Eminem,250760,F,20
9,85298b0418b346c6add300501768403c_Lina,2,Hope,2ZRo7axmMPeSVUvDbGkJah,82,True,0.661,0.592,0.457,0.000331,9.0,0.146,-6.081,0.0,0.0603,146.04,0.225,XXXTENTACION,110886,F,20
10,85298b0418b346c6add300501768403c_Lina,2,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,84,True,0.0546,0.598,0.427,5.83e-06,7.0,0.21,-8.764,0.0,0.0317,76.469,0.0605,Travis Scott,175720,F,20
11,85298b0418b346c6add300501768403c_Lina,2,Samurai,0wJw5QXDKXTYn8IVyh3wqz,64,False,0.0102,0.485,0.639,0.000117,5.0,0.105,-4.575,0.0,0.0552,188.49,0.503,Lupe Fiasco,194786,F,20
12,85298b0418b346c6add300501768403c_Lina,2,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,91,False,0.00143,0.513,0.73,9.54e-05,1.0,0.0897,-5.94,1.0,0.0598,171.001,0.334,The Weeknd,200040,F,20
14,85298b0418b346c6add300501768403c_Lina,2,STAY (with Justin Bieber),567e29TDzLwZwfDuEpGTwo,81,True,0.0383,0.591,0.764,0.0,1.0,0.103,-5.484,1.0,0.0483,169.928,0.478,"The Kid LAROI, Justin Bieber",141805,F,20
15,85298b0418b346c6add300501768403c_Lina,2,All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1,84,True,0.0769,0.671,0.529,0.000335,0.0,0.0856,-7.226,1.0,0.307,161.989,0.203,Juice WRLD,165819,F,20
16,85298b0418b346c6add300501768403c_Lina,2,tv off (feat. lefty gunplay),0aB0v4027ukVziUGwVGYpG,86,True,0.0837,0.855,0.529,0.0,6.0,0.423,-6.679,0.0,0.263,100.036,0.548,"Kendrick Lamar, Lefty Gunplay",220690,F,20
17,85298b0418b346c6add300501768403c_Lina,2,One Dance,1zi7xx7UVEFkmKfv06H8x0,90,False,0.00776,0.792,0.625,0.0018,1.0,0.329,-5.609,1.0,0.0536,103.967,0.37,"Drake, Wizkid, Kyla",173986,F,20
18,85298b0418b346c6add300501768403c_Lina,2,Close Eyes,3CLSHJv5aUROAN2vfOyCOh,72,True,0.0748,0.784,0.572,0.843,0.0,0.139,-9.853,1.0,0.0573,96.181,0.209,DVRST,132346,F,20
19,85298b0418b346c6add300501768403c_Lina,2,STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,71,True,0.148,0.637,0.715,0.0,2.0,0.0892,-4.971,0.0,0.0455,141.872,0.308,Lil Nas X,210575,F,20
20,85298b0418b346c6add300501768403c_Lina,2,The Box,0nbXyq5TXYPCO7pr3N8S4I,84,True,0.104,0.896,0.586,0.0,10.0,0.79,-6.687,0.0,0.0559,116.971,0.642,Roddy Ricch,196652,F,20
21,85298b0418b346c6add300501768403c_Lina,2,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,89,False,0.0863,0.475,0.715,2.67e-05,8.0,0.135,-5.371,1.0,0.058,199.892,0.159,"DJ Snake, Justin Bieber",205946,F,20
22,85298b0418b346c6add300501768403c_Lina,2,Woman,6Uj1ctrBOjOas8xZXGqKk4,84,True,0.0888,0.824,0.764,0.00294,5.0,0.117,-4.175,0.0,0.0854,107.998,0.881,Doja Cat,172626,F,20
23,85298b0418b346c6add300501768403c_Lina,2,God's Plan,6DCZcSspjsKoFjzjrWoCdn,85,True,0.0332,0.754,0.449,8.29e-05,7.0,0.552,-9.211,1.0,0.109,77.169,0.357,Drake,198973,F,20
24,85298b0418b346c6add300501768403c_Lina,2,Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,78,False,0.101,0.72,0.741,1.41e-05,10.0,0.289,-6.529,0.0,0.0287,119.896,0.357,"Aaron Smith, Krono, Luvli",198053,F,20
25,85298b0418b346c6add300501768403c_Lina,2,Panini,6fTt0CH2t0mdeB2N9XFG5r,65,False,0.342,0.703,0.594,0.0,5.0,0.123,-6.146,0.0,0.0752,153.848,0.475,Lil Nas X,114893,F,20
26,85298b0418b346c6add300501768403c_Lina,2,Starboy,7MXVkk9YMctZqd1Srtv4MB,91,True,0.141,0.679,0.587,6.35e-06,7.0,0.137,-7.015,1.0,0.276,186.003,0.486,"The Weeknd, Daft Punk",230453,F,20
27,85298b0418b346c6add300501768403c_Lina,2,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,88,True,0.0107,0.898,0.472,0.0,1.0,0.141,-7.001,1.0,0.0776,101.061,0.214,Kendrick Lamar,274192,F,20
28,85298b0418b346c6add300501768403c_Lina,2,Above The Clouds,3ZBSXNYdTZVaBUQI3E2rF6,65,True,0.312,0.461,0.944,0.000149,8.0,0.367,-2.938,1.0,0.316,172.296,0.65,"Gang Starr, Inspectah Deck",221626,F,20
29,85298b0418b346c6add300501768403c_Lina,2,Too Many Nights (feat. Don Toliver & with Future),2Hh3ETdQKrmSI3QS0hme7g,85,True,0.189,0.573,0.668,4.01e-05,7.0,0.109,-4.356,0.0,0.0467,87.973,0.145,"Metro Boomin, Future, Don Toliver",199920,F,20
30,85298b0418b346c6add300501768403c_Lina,2,Cradles,47UFoOuvrkt4khE7c5aap6,75,False,0.265,0.537,0.586,7.04e-05,6.0,0.175,-1.864,1.0,0.314,79.056,0.624,Sub Urban,209829,F,20
31,85298b0418b346c6add300501768403c_Lina,2,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,75,True,0.293,0.593,0.503,0.0,8.0,0.405,-6.725,0.0,0.22,178.781,0.71,Lil Nas X,137704,F,20
32,85298b0418b346c6add300501768403c_Lina,2,Mood (feat. iann dior),4jPy3l0RUwlUI9T5XHBW2m,79,True,0.174,0.701,0.716,0.0,7.0,0.324,-3.671,0.0,0.0361,91.007,0.732,"24kGoldn, iann dior",140525,F,20
33,85298b0418b346c6add300501768403c_Lina,2,Timeless (feat Playboi Carti),0FIDCNYYjNvPVimz5icugS,92,True,0.069,0.768,0.775,2.96e-06,11.0,0.138,-5.06,0.0,0.0466,119.999,0.6,"The Weeknd, Playboi Carti",256000,F,20
34,85298b0418b346c6add300501768403c_Lina,2,Moment Of Truth,1fotoYONO343JjbC8XvPSl,62,True,0.0157,0.532,0.819,0.0,6.0,0.371,-5.282,0.0,0.256,90.189,0.595,Gang Starr,247333,F,20
35,85298b0418b346c6add300501768403c_Lina,2,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,82,True,0.782,0.746,0.251,0.00203,11.0,0.106,-16.169,0.0,0.259,139.999,0.18,XXXTENTACION,120026,F,20
36,85298b0418b346c6add300501768403c_Lina,2,Goodbyes (feat. Young Thug),0t3ZvGKlmYmVsDzBJAXK8C,78,True,0.456,0.547,0.653,0.0,5.0,0.103,-3.875,1.0,0.081,150.097,0.163,"Post Malone, Young Thug",174853,F,20
37,85298b0418b346c6add300501768403c_Lina,2,DONT WANT IT,4vsJWPwWPS27gRM4oLjBNO,54,True,0.12,0.549,0.7,0.0,4.0,0.133,-6.07,0.0,0.0392,82.604,0.212,Lil Nas X,130926,F,20
38,85298b0418b346c6add300501768403c_Lina,2,"All The Stars (with SZA) - From ""Black Panther: The Album""",3GCdLUSnKSMJhs4Tj6CV3s,90,True,0.0612,0.695,0.633,0.000195,8.0,0.0926,-4.946,1.0,0.0599,96.782,0.557,"Kendrick Lamar, SZA",232186,F,20
